Post ID,Post creation date,Post message,Post type,Post impressions,Post organic reach,% of reach from paid,% of reach from organic,Post reach,Shares on posts,Total post reactions,Post photo views,Video views,Comments on posts,Shares on shares,Organic video views,Post link clicks,RowHash
108778868994125_122150298008027157,2024-01-14,We’ve got a fresh new look to our posts!  🙌,photo,18,18,0,100,18,0,0,0,0,0,0,0,0,a061534983c8c5ae8c6bc7103f7f945ca2acf26f71cf2cbff8efc3411c8d7bb9
108778868994125_122150297780027157,2024-01-14,"I am so excited to introduce you to our new fresh look/branding! 🙌

The new brand presents everything that we offer here at My Thriving Child, with helping as many separated mums as possible to have children who THRIVE at the heart of all of it!

I’m so excited for where the work with My Thriving Child is going, as we continue to help hundreds of mums to support their children in the best way possible through their divorce. 

#singlemums #singlemumsuk #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,26,25,0,100,25,0,1,0,0,0,0,0,0,66ad55aee20a1252ba9d714f69edadfc53d6fba522db5d676726d3b4ec34fced
108778868994125_122149299872027157,2024-01-09,"Comment ‘SUPPORT’ below and I’ll DM you the link to my free guide to help you through this 💖👇

There is so much loss when we separated from our child’s other parents. A loss of what we dreamt the relationship would be, a loss of the family unit we imagined and wanted for our children, a loss of time with our children if we are coparenting. IT IS TOUGH!…but no one talks about it, and we have to pick ourselves up and put a brave face on for the kids while we are hurting so much ourselves. 

If you need help in navigating your own journey through the grief you feel, comment ‘SUPPORT’ below and I will DM you my free guide. 

You're not alone.

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,39,36,0,100,36,0,0,1,0,0,0,0,0,36ebf7042356532a3e1031cce66cf0f5540a541efdef128e9ff856ea157c6986
108778868994125_122149088456027157,2024-01-08,"Comment 'GUIDE' below and I will DM you a FREE guide to supporting your children through your divorce 👇

You deserve to have the tools you need to help your children thrive during and after your divorce, which will free you from somuch worry and anxiety, 

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,39,38,0,100,38,0,0,0,0,0,0,0,0,f8e5e109a9e1bb5f446e4c6450a6d446ff18285d9acc3addcbacc934015e9e63
108778868994125_122148909830027157,2024-01-07,"Comment ‘SUPPORT’ below and I will DM you my FREE step-by-step guide to getting through the grief you feel, so you can thrive in your new normal after divorce👇

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,38,38,0,100,38,0,0,2,0,0,0,0,0,4ff1d9ba4ad139d6478c2d26b684df78d55634ca238ba128c2202f2059cca6f8
108778868994125_122148732686027157,2024-01-06,"Give yourself more credit.

You've pulled yourself out of your darkest days. While trying to heal your heart. While raising kids. On your own.

YOU did that. No one else. 

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",photo,73,65,0,100,65,1,5,1,0,0,0,0,0,d41ff1e19d1ff62561243532939dd597d80e01c2c641c09cad455f1fe33066b9
108778868994125_122148390284027157,2024-01-05,"Comment 'GUIDE' below and I will DM you a FREE step-by-step guide to supporting your children when they are struggling to transition between homes/parents 👇

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,34,33,0,100,33,0,0,1,0,0,0,0,0,71f346a45966c8d751c07eea3d181f3b4b01bbef87d88293da074f37c0c4c6a8
108778868994125_122148313532027157,2024-01-04,"Comment 'GUIDE' below and I will DM you a FREE step-by-step guide to supporting your children when they are struggling to transition between homes/parents 👇

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,36,35,0,100,35,0,0,1,0,0,0,0,0,bdf92cee8de9c6c4f5ebe20ba2df27be6432cf94892256e088342cf62e8ff663
108778868994125_122148144218027157,2024-01-03,"If you could have one wish for your children this year, what would it be?

You’ve got this muma!

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",photo,32,32,0,100,32,0,1,0,0,0,0,0,0,2d64c06dbc9f495303c8b43ae2fb089ec1c35d7942c4ecd2ddc73673b257ff4f
108778868994125_122147291702027157,2023-12-30,"Comment 'GUIDE' below and I will DM you a FREE guide to supporting your children through your divorce 👇

“Choose your kids...Chose them in every situation. Every time. Over anyone. Over anything.”

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce",album,54,50,0,100,50,0,0,2,0,0,0,0,0,5fd054072c5d3bbcc68674c52d07f6eb688dc4a43645b15541dc37b1441e0951
108778868994125_122146409306027157,2023-12-26,"Being separated from our children during the Christmas period can be so heart-breaking. If this is how you feel, I know your pain. 😩😓

During the time you have had with your children this Christmas, what is 1 thing that has made you smile?

I didn't have my children on Christmas Day this year, but I have them today. My highlight of this Christmas period for me has been seeing their eyes light up when we went to a Christmas light show. I love seeing the magic and wonder in their eyes! 💖💖💖

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,55,54,0,100,54,0,0,4,0,0,0,0,0,80e0d844dd3f30513f78d6c0e5dec07419f7d4daf7bce1614464d052b1eca0f3
108778868994125_122146145012027157,2023-12-25,"Merry Christmas wonderful mama! 

My Christmas gift to you is my FREE guide to what your child needs during and after your divorce - link to download in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,38,36,0,100,36,0,0,0,0,0,0,0,0,096fa990e320d84bd5f193ef02a436c24e40408a502c78dab91f42c4342f989f
108778868994125_122146027892027157,2023-12-24,"The biggest loss of separating as a mum is losing time with our children if we have a shared-care agreement with our ex-partner, and this feels the hardest around special events like Christmas. 😩😓

This year I don’t have my children on Christmas Day 💔. Not being able to see their joyful little faces on Christmas morning fills me with so much sadness. 

I try to enjoy what my Christmas without the children brings and look forward to the special time we will have together next year. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,62,60,0,100,60,1,0,0,0,0,0,0,0,52b87a069afd59f70258881081cc2e324831ed0aecc205d19202be26139941df
108778868994125_122145620462027157,2023-12-22,"You can download my FREE guide to what your child needs to thrive during and after your divorce by clicking the link in my bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,39,38,0,100,38,0,0,3,0,0,0,0,0,354bd8edb8873febdc716698fb9d3d51fd75fefe07a916e72cb97af7ef674a3c
108778868994125_122145178394027157,2023-12-20,"It can be hard for children to transition between their parent's homes over the
Christmas period. 

Prep your child for the goodbye process with a goodbye plan that you both agree on. This could be a hug, a secret handshake, a special Christmas song that you sing to each other ... something your child would enjoy. 

When they come home to you, make time to discuss how they felt saying goodbye and comfort them if they need it.

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,44,42,0,100,42,0,0,1,0,0,0,0,0,9845e1dd5b83848b95d06c8e99d98b68a682bff727b9e7e2dad1df5ae73eb510
108778868994125_122144965892027157,2023-12-19,"5 things to do over the Christmas period when you don’t have your children:  
💖 cry
💖 go out
💖 celebrate yourself 
💖 treat yourself 
💖 work through my coaching guide

You can download my FREE guide to what your child needs in the link in my bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal #christmas",album,46,43,0,100,43,0,0,4,0,0,0,0,0,743670cd6a5567595b6a9f3b8bee9de8ce7ea5d43a7bc855b1495b09501d5a4c
108778868994125_122144746016027157,2023-12-18,"What does your Christmas as a separated mum look like?

This year I don't have my children on Christmas Day, which always fills me with sadness 💔😢. I find ways to enjoy myself, but I can't deny the sense of loss and loneliness in not having them with me during such a magical and exciting day for them.

Instead of celebrating on Christmas Day, we will be having a little celebration on Boxing Day, where they will open their presents with me and see my family. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal #christmas",photo,34,33,0,100,33,0,0,0,0,0,0,0,0,210d69a49c5bfd8e07ad8e898acb68215dd78d95bc14c353a05a84d5f1262938
108778868994125_122144517704027157,2023-12-17,"What our children do, is a reflection of what's happening within them.

When your child is feeling regulated, spend some time picking apart how they are feeling and what worries they might have.

If you’re worried about your child, and how to support them through your divorce and beyond, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,58,54,0,100,54,1,1,4,0,0,0,0,0,8a3dd9d1eb975ef537cd6892d2795b2ec5aab4a65c89ed990a7b8184a0da3c6b
108778868994125_122143636376027157,2023-12-13,"How to ensure your child feels seen and valued when growing up with separated parents ...

💖 Ask for their opinion on something and show genuine interest in what they offer
💖 Take them on a date and give them your undevided attention
💖 Point out specific positive things that you notice about them each day

If you’re worried about your child, and how to support them through your divorce and beyond, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,37,32,0,100,32,0,0,0,0,0,0,0,0,dcb5a71f68d5517e717c41ec5144b52b14b00f79ec84096e902a77e8c7dded1d
108778868994125_122143636298027157,2023-12-13,"How to ensure your child feels seen and valued when growing up with separated parents ...

💖 Ask for their opinion on something and show genuine interest in what they offer
💖 Take them on a date and give them your undevided attention
💖 Point out specific positive things that you notice about them each day

If you’re worried about your child, and how to support them through your divorce and beyond, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,32,30,0,100,30,0,0,3,0,0,0,0,0,b97d3a0b6b496e5d44622c44b6a2d7a59eed079f02a6744221018bbcf2f1bac3
108778868994125_122143428416027157,2023-12-12,"This 2 day challenge, to boost your relationship with your child 💖

If you’re worried about your child, and how to support them through your divorce and beyond, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,29,28,0,100,28,0,0,1,0,0,0,0,0,fd941f8001939d194d7610cdd24f485e1f87446ec21bcaa8a0f939f877425372
108778868994125_122141654330027157,2023-12-04,"Breath muma, this is not your whole story, it is only one chapter 💖

If you’re worried about your child, and how to support them through your divorce and beyond, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",photo,36,36,0,100,36,0,1,0,0,0,0,0,0,393dab196a3373269cf24a11eb0d1f7584e45914e01925f72ce8a13117a40209
108778868994125_122141380382027157,2023-12-03,"What our children do, is a reflection of what's happening within them.

Your child acting in a more challenging way than usual, means they are struggling with something internally. 

If you’re worried about your child, and how to support them through your divorce and beyond, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,32,30,0,100,30,0,0,2,0,0,0,0,0,7c10f4dc0b610f6cd15deedb302dd6407a13923e0531a06d305279421f07558a
108778868994125_122140928192027157,2023-12-01,"If you’re worried about your child, and how to support them through your divorce and beyond, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,30,28,0,100,28,0,0,0,0,0,0,0,0,cff0a2a242c579c0072ade64a32602241492164a9225f63de1254ea744779734
108778868994125_122140540772027157,2023-11-29,"We put ourselves under so much pressure to be perfect, fun, energetic, happy, all of the time with our children, especially when we are divorced and get reduced time with our children - the time we get feels so precious and if we aren’t on top form 100% of the time we so often beat ourselves up and feel full of mum-guilt! 😩

Who has ever put their children to bed, seen their sweet face sleeping and reflected on the day and started to beat themselves up for not being more patient, not playing with them more, not being more engaged, not having enough energy to constantly engage in play - 🙋🏼‍♀️ I have!! We all have!!

It is okay not to be the perfect mum version of yourself 100% of the time. If you are having a day where you are finding things hard, be kind to yourself and be open with your children about it.

You’ve got this! 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,32,28,0,100,28,0,0,0,0,0,0,0,0,f6cce772303d24f171abeb946fd5c1cb4062da43b1a3667958589dd712c3a82e
108778868994125_122140331198027157,2023-11-28,"Looking after yourself is so important, both for you and your children. 

Make sure you have people who are able to hear you, understand you and support you through your divorce, co-parenting and being a mum. 

So often, when we feel full of anxiety and mum-guilt, we want to curl up in a ball and shut out the world. Try and fight against this urge and make sure you are reaching out to at least one close person who can support you through this. Therapy is also so important throughout this stage in life.

I know sometimes it doesn’t feel like it, but you have got this! It will get easier and it’s going to be okay - take it from someone who has been in your shoes. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,41,40,0,100,40,0,2,0,0,0,0,0,0,8c61835c7056e681b01d76faaa74ca7dd3ee4cad64a191c413b4a57e4c8c54b7
108778868994125_122140147850027157,2023-11-27,"So often when we have separated from our children’s other parent, we can feel like we can’t provide the childhood that we wanted for them and that they are going to suffer and miss out. 💔 

Research shows that your child DOES NOT need you to be married to grow up happy. They need you to see them, hear them and understand them. 

You’ve got this! 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",photo,32,32,0,100,32,0,2,0,0,0,0,0,0,1fbcf002bf65f11737275e94bd5d526e8a742e1ba8f9defc11ce82375b97aceb
108778868994125_122139927614027157,2023-11-26,"It can feel so unnatural to be separated from our babies, no matter how old they are.  😩💔

If you are feeling the heart wrenching loneliness of not having your children there all of the time, I know your pain. It gets easier but never completely disappears. 😓

When your heart hurts, allow yourself the time to hurt and allow yourself the time to do something for yourself. 💖

You’ve got this! 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,32,31,0,100,31,0,2,0,0,0,0,0,0,7f6a994138164aaf3fdbbfe328d149975bde6dc2ab897a93ef7cc4b6beef61e0
108778868994125_122139481394027157,2023-11-24,"So often during and after divorce and separation we can feel out of control of our future, our children’s well-being and what happens with our children. This is a horrible feeling that causes to much anxiety! 😩

This storm can feel totally overwhelming and we can put so much energy in to trying to control things to make sure our children are okay, but a lot of these things are out of our control. We can’t control how their other parent is with them and so many other things. 😓

When you feel you are in the middle of a storm you cannot control, don’t try and calm the storm (because you can’t, it’s out of your control), calm yourself (because you are the only thing in your control), and step forward in pride and power, being the person that you want to be for you and your children. 💪💖

You’ve got this! 

If you’re worried about your child, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,34,34,0,100,34,0,2,0,0,0,0,0,0,7374f563246c26eefa76b162274a2d70862e4da1bae29eadeb8a3d8c5f23b907
108778868994125_122139011492027157,2023-11-22,"Here are 3 things you can do to make sure your child feels seen by you ...

💖 Point out specific positive things that you notice about them each day
💖 Ask for their opinion on something and show genuine interest in what they offer
💖 Take them on a date and give them your undivided attention

Our kids want and need to be seen by us when growing up with separated parents.

The only way to do this is by us committing to truly knowing them.

You’ve got this! 

If you’re worried about your child, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,30,30,0,100,30,0,0,0,0,0,0,0,0,27ac1e9e9d1e04ec6545d8f9445ba1a148326d16f0925a310073ce5ce0a24418
108778868994125_122138709080027157,2023-11-21,"In order to thrive your child needs to feel safe during and after your divorce. 

You can help your child feel safe by:
💖 Providing consistent routines
💖 Providing certainty over when they are seeing the important adults in their life
💖 Giving them space and time to open up about how they feel

You’ve got this! 

If you’re worried about your child, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,22,22,0,100,22,0,0,0,0,0,0,0,0,44accd3a4091c35a30dc85b9d24b37258d882864106d95d878e2d1943a8c8ed7
108778868994125_122138561468027157,2023-11-20,"What's one thing you are going to do for yourself today? 💖

This could be something as small as telling yourself one thing you are proud of yourself for, having some time to yourself, meeting or calling a friend, eating your favourite food, reading a book or watching your favourite show! 

Looking after yourself teaches your children how to look after themselves. Your mental health matters for you and your children!

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",photo,18,18,0,100,18,0,0,0,0,0,0,0,0,58e64e9b39742d79f36dec55b0b203a3098e3b460a406c5fdbcdbc98548a2784
108778868994125_122138344112027157,2023-11-19,"Is your child struggling with your divorce/separation?

Here is what they need to hear:
👉 Today is not forever
👉 I’m here for you
👉 It’s okay to feel not okay!
👉 In the darkness, look for the stars
👉 I have struggled in a similar way before
👉 Focus on right now

Sometimes, all our children need is for our children to sit next to us in the silence. 

You’ve got this!

If you’re worried about your child, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,28,28,0,100,28,0,1,0,0,0,0,0,0,84f4f7e41701ad5756cf75a6b79d170bfc260572e27bdd591a61d179e5b68a23
108778868994125_122137934618027157,2023-11-17,"Your child doesn’t need you to get it right all of the time. You are trying so hard, you are under so much pressure, trying to juggle it all and do your best. When we don’t get it 100% right, we can so often slip in to beating ourselves up and the dreaded mum-guilt! 😩

Your child DOES NOT need you to be perfect! They need a mum who repairs when they don’t get it right. Not getting it right and then repairing with our children teaches them so much more than us getting it right all of the time. It teaches them about relationship, how to be real, how to be respectful and take ownership. 

You’ve got this!

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,20,20,0,100,20,0,0,0,0,0,0,0,0,21ff0dc28ee080a08db5c10033e69f50f1c983be9bf9baa9c13dcb4fdddf8a6e
108778868994125_122137456316027157,2023-11-15,"If we want our children to care for themselves, we need to set an example and care for ourselves and advocate for our own needs, in a way that we want our children to be able to when they grow up. 

#mumguilt #mumguiltisreal #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #boundaries",album,20,19,0,100,19,0,0,0,0,0,0,0,0,0f3a5522ffc6cace0d0a248db8762a1213f751de411e5bf007f91c1bd6dcf107
108778868994125_122137455698027157,2023-11-15,"If you’re worried about your child, and how to support them through your divorce and beyond, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,20,18,0,100,18,0,0,0,0,0,0,0,0,1a36dd787a88191facf39c2fa171f2d4f6e9c9adc12950a0575390fbd10b712d
108778868994125_122137086710027157,2023-11-14,"If there is one thing we want for our children, it is a positive and happy inner voice. The main way we can foster this is by being positive about ourselves and their other parent in front of them. 

If you’re worried about your child and want to know how you can support them you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,19,18,0,100,18,0,0,0,0,0,0,0,0,fbc8de5a38c2c3701d25bd18c051134108a422b2923c1cc5a529a17d61e2f5d7
108778868994125_122136955844027157,2023-11-13,"If there is one thing that your child needs during your divorce and beyond, it is your time. 

Spending time with you soothes and regulates your child and helps to calm their nervous system if they are feeling worried or uncertain about things that are changing. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",photo,19,19,0,100,19,0,0,0,0,0,0,0,0,597c2ab0fa9743cb3c3bf863de9ce5f7af348edb2062adc42709e1db1595524f
